City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,okhotsk,59.3833,143.3,13.63,81,17,2.09,RU,1690135891
290,wynyard,-41.0,145.7167,8.94,93,56,2.49,AU,1690135891
291,praia da vitoria,38.7333,-27.0667,22.5,81,17,5.72,PT,1690135891
292,mammoth lakes,37.6485,-118.9721,29.03,17,0,3.09,US,1690135662
293,businga,3.3333,20.8833,25.79,73,91,0.82,CD,1690135892
294,lorengau,-2.0226,147.2712,26.32,82,74,2.77,PG,1690135892
295,hood river,45.7054,-121.5215,32.11,52,0,3.6,US,1690135892
296,nyurba,63.2842,118.3319,18.29,73,16,2.31,RU,1690135892
297,alesund,62.4723,6.1549,17.51,77,20,7.2,NO,1690135892
298,ocean city,39.2776,-74.5746,31.77,52,3,4.25,US,1690135820
299,smithers,54.7804,-127.1743,13.18,71,40,2.06,CA,1690135893
300,pathein,16.7833,94.7333,25.91,89,90,1.96,MM,1690135893
301,kalianget,-7.05,113.9333,25.68,78,32,4.99,ID,1690135693
302,luza,60.6308,47.2512,13.66,90,87,2.46,RU,1690135893
303,kapa'a,22.0752,-159.319,26.18,89,100,4.12,US,1690135893
304,xichang,27.8964,102.2634,20.93,83,88,0.81,CN,1690135893
305,zambezi,-13.5432,23.1047,19.42,25,1,2.69,ZM,1690135894
306,bandarbeyla,9.4942,50.8122,24.37,78,85,14.84,SO,1690135894
307,pariaman,-0.619,100.12,24.03,80,100,1.04,ID,1690135894
308,miri,4.4148,114.0089,26.06,85,99,1.07,MY,1690135894
309,mareeba,-17.0,145.4333,16.4,72,20,1.28,AU,1690135894
310,leven,56.2,-3.0,15.34,79,100,2.24,GB,1690135894
311,palikir - national government center,6.9248,158.1611,24.41,100,100,0.0,FM,1690135895
312,bonthe,7.5264,-12.505,26.19,84,100,4.02,SL,1690135895
313,turan,16.0678,108.2208,27.99,83,20,0.51,VN,1690135895
314,ayr,55.4627,-4.6339,16.99,48,40,5.66,GB,1690135895
315,esperanza,19.5847,-70.9849,34.32,27,39,4.7,DO,1690135895
316,sao jose da coroa grande,-8.8978,-35.1478,25.27,75,32,5.97,BR,1690135895
317,panjab,34.388,67.0233,18.29,32,83,2.47,AF,1690135896
318,puerto santa,-8.9906,-78.6456,23.0,72,57,5.55,PE,1690135896
319,conception bay south,47.4999,-52.9981,27.53,76,56,5.73,CA,1690135896
320,champerico,14.3,-91.9167,30.77,66,77,3.06,GT,1690135896
321,alice springs,-23.7,133.8833,2.75,75,0,3.09,AU,1690135786
322,noosa heads,-26.3833,153.15,14.08,78,97,6.33,AU,1690135896
323,murun-kuren,49.6342,100.1625,11.96,75,4,1.59,MN,1690135896
324,port augusta,-32.5,137.7667,7.86,87,1,3.15,AU,1690135897
325,merritt island,28.5392,-80.672,36.16,63,75,6.69,US,1690135897
326,colac,-38.3333,143.5833,8.43,95,70,1.76,AU,1690135897
327,ketchikan,55.3422,-131.6461,16.26,82,75,2.57,US,1690135897
328,pitkyaranta,61.5734,31.4792,14.82,83,100,4.39,RU,1690135897
329,brezina,33.0989,1.2608,38.25,7,0,5.35,DZ,1690135898
330,enid,36.3956,-97.8784,31.09,54,0,5.66,US,1690135740
331,puerto baquerizo moreno,-0.9,-89.6,26.55,78,75,3.6,EC,1690135898
332,laguna,38.421,-121.4238,36.16,41,0,4.12,US,1690135898
333,machico,32.7,-16.7667,25.56,74,40,5.14,PT,1690135898
334,kerikeri,-35.2268,173.9474,10.02,91,53,3.29,NZ,1690135898
335,ardestan,33.3761,52.3694,33.07,14,22,4.49,IR,1690135898
336,armacao de buzios,-22.7469,-41.8817,25.03,78,18,8.91,BR,1690135899
337,shingu,33.7333,135.9833,23.08,91,0,1.57,JP,1690135706
338,sisimiut,66.9395,-53.6735,7.14,88,96,2.1,GL,1690135899
339,ta`u,-14.2336,-169.5144,26.43,84,24,6.28,AS,1690135899
340,darwin,-12.4611,130.8418,18.99,27,50,5.66,AU,1690135637
341,pecanha,-18.5486,-42.5569,20.96,69,90,2.8,BR,1690135899
342,caconda,-13.7333,15.0667,19.61,25,8,1.95,AO,1690135899
343,tan-tan,28.438,-11.1032,22.97,78,75,11.32,MA,1690135900
344,isla del bosque,22.7333,-105.85,32.37,49,82,3.38,MX,1690135900
345,chibougamau,49.9168,-74.3659,24.79,29,0,3.22,CA,1690135900
346,kapuskasing,49.4169,-82.4331,27.05,47,75,5.66,CA,1690135900
347,gorontalo,0.5412,123.0595,24.16,89,85,2.26,ID,1690135900
348,atlanta,33.749,-84.388,31.97,49,0,2.06,US,1690135623
349,talnakh,69.4865,88.3972,11.23,86,42,1.01,RU,1690135900
350,saint-francois,46.4154,3.9054,29.69,39,0,3.6,FR,1690135901
351,ar ruways,24.1103,52.7306,32.23,78,70,5.48,AE,1690135901
352,al jawf,29.5,38.75,34.5,13,4,5.52,SA,1690135901
353,juan l. lacaze,-34.4333,-57.4167,16.77,66,29,2.96,UY,1690135901
354,kanniyakumari,8.0833,77.5667,26.38,79,97,7.66,IN,1690135901
355,aykhal,66.0,111.5,17.13,68,77,0.54,RU,1690135901
356,talara,-4.5772,-81.2719,29.42,54,0,6.69,PE,1690135902
357,noumea,-22.2763,166.4572,18.89,99,4,2.19,NC,1690135734
358,bozeman,45.6796,-111.0386,28.45,33,0,2.06,US,1690135813
359,taesal-li,36.9714,126.4542,23.07,97,87,3.57,KR,1690135902
360,salta,-24.7859,-65.4117,13.33,62,100,1.03,AR,1690135902
361,happy valley-goose bay,53.3168,-60.3315,25.17,65,75,1.54,CA,1690135903
362,borogontsy,62.6683,131.1683,14.5,84,3,1.17,RU,1690135903
363,nago,26.5881,127.9761,28.24,83,69,3.36,JP,1690135903
364,sao joao da barra,-21.6403,-41.0511,23.05,76,60,6.6,BR,1690135904
365,aswan,24.0934,32.907,36.2,12,63,0.78,EG,1690135904
366,vilyuysk,63.7553,121.6247,18.74,74,76,2.49,RU,1690135904
367,radhanpur,23.8333,71.6,28.72,83,91,3.05,IN,1690135905
368,east end,34.5507,-92.341,33.14,31,0,0.23,US,1690135905
369,prien,30.1819,-93.2738,33.9,68,40,3.09,US,1690135905
370,san luis,-33.295,-66.3356,14.95,23,87,6.96,AR,1690135905
371,cinisi,38.1562,13.1073,31.59,70,0,5.14,IT,1690135906
372,bitkine,11.9801,18.2138,28.72,61,80,1.57,TD,1690135906
373,yarmouth,41.7057,-70.2286,30.54,62,0,4.63,US,1690135906
374,ribeira grande,38.5167,-28.7,25.43,69,40,7.2,PT,1690135906
375,palmer,42.1584,-72.3287,30.08,40,0,0.89,US,1690135852
376,baglung,28.2719,83.5898,22.23,94,66,1.04,NP,1690135907
377,south cleveland,35.1412,-84.8722,30.47,63,20,2.57,US,1690135907
378,afaahiti,-17.75,-149.2833,22.93,73,98,5.09,PF,1690135907
379,panama city beach,30.1766,-85.8055,29.07,80,75,2.24,US,1690135907
380,northam,51.0333,-4.2167,18.55,89,59,5.25,GB,1690135907
381,velky meder,47.858,17.7688,27.3,62,29,3.31,SK,1690135908
382,bojia,26.4672,111.9681,27.68,82,67,1.11,CN,1690135908
383,kakonko,-3.2828,30.9642,22.47,40,9,0.98,TZ,1690135908
384,rio grande,-32.035,-52.0986,18.06,76,85,5.66,BR,1690135908
385,djelfa,34.6728,3.263,34.2,8,0,7.09,DZ,1690135908
386,mili,6.0815,171.735,28.24,79,89,8.36,MH,1690135908
387,shalqar,47.8333,59.6,30.04,25,0,5.58,KZ,1690135908
388,changji,44.0167,87.3167,32.44,19,20,2.0,CN,1690135909
389,camara de lobos,32.6333,-16.9667,25.56,80,40,5.14,PT,1690135909
390,kamaishi,39.2667,141.8833,21.2,90,100,3.72,JP,1690135909
391,yamba,-5.9,22.3,27.71,29,1,1.7,CD,1690135909
392,three points,32.0767,-111.3137,39.61,24,84,1.87,US,1690135909
393,shache,38.4167,77.2406,30.95,27,57,4.5,CN,1690135909
394,mbekenyera,-10.0,38.9833,22.67,54,64,1.52,TZ,1690135910
395,cloquet,46.7216,-92.4594,26.04,57,0,5.14,US,1690135910
396,khonsa,27.0167,95.5667,20.5,98,80,1.56,IN,1690135910
397,pyin oo lwin,22.0333,96.4667,21.32,87,100,0.86,MM,1690135910
398,herne bay,51.373,1.1286,22.41,70,100,2.24,GB,1690135910
399,tsiombe,-25.3,45.4833,19.63,82,0,1.86,MG,1690135910
400,constantia,44.1833,28.65,22.38,63,53,3.48,RO,1690135910
401,hotan,37.0997,79.9269,30.86,25,99,3.37,CN,1690135911
402,portland,45.5234,-122.6762,27.19,51,20,3.6,US,1690135911
403,murzuq,25.9155,13.9184,35.81,9,0,4.59,LY,1690135911
404,yamada,39.4667,141.95,21.23,92,100,2.77,JP,1690135911
405,dwarka,22.2394,68.9678,27.47,85,97,3.76,IN,1690135911
406,le vauclin,14.5452,-60.8388,31.03,66,75,5.66,MQ,1690135911
407,semporna,4.4818,118.6112,25.82,86,90,1.79,MY,1690135912
408,minas de marcona,-15.2119,-75.1103,17.87,61,42,4.73,PE,1690135912
409,nahiyat ash shinafiyah,31.5874,44.6602,40.17,7,83,4.75,IQ,1690135912
410,cidade velha,14.9167,-23.6167,29.26,58,40,6.69,CV,1690135912
411,guerrero negro,27.9769,-114.0611,25.27,55,6,4.5,MX,1690135912
412,al bayda',32.7627,21.7551,27.58,45,0,3.04,LY,1690135912
413,la paz,-16.5,-68.15,17.99,13,20,4.63,BO,1690135913
414,korla,41.7597,86.1469,31.13,26,97,3.09,CN,1690135913
415,quelimane,-17.8786,36.8883,20.97,88,0,2.06,MZ,1690135913
416,pikalevo,59.5183,34.1664,10.96,90,43,1.74,RU,1690135913
417,robore,-18.3333,-59.75,34.1,20,0,4.25,BO,1690135913
418,homer,59.6425,-151.5483,19.47,87,0,2.06,US,1690135913
419,tralee,52.2704,-9.7026,15.49,90,100,3.82,IE,1690135914
420,heniches'k,46.1759,34.8034,25.63,46,68,6.53,UA,1690135914
421,naha,26.2125,127.6811,28.95,79,40,4.12,JP,1690135914
422,huarmey,-10.0681,-78.1522,23.01,69,55,5.01,PE,1690135914
423,kouvola,60.8667,26.7,16.24,78,0,3.6,FI,1690135914
424,mont-dore,-22.2833,166.5833,18.89,99,3,1.79,NC,1690135671
425,belel,7.05,14.4333,17.03,94,98,1.2,CM,1690135914
426,sao mateus do sul,-25.8742,-50.3828,23.63,50,3,1.38,BR,1690135883
427,xilin hot,43.9667,116.0333,15.67,59,4,1.7,CN,1690135915
428,san antonio de pale,-1.4014,5.6325,22.85,80,46,3.96,GQ,1690135915
429,ust'-barguzin,53.45,108.9833,17.27,59,73,2.75,RU,1690135915
430,acajutla,13.5928,-89.8275,31.73,62,99,3.72,SV,1690135915
431,fort st. john,56.2499,-120.8529,17.94,52,75,5.14,CA,1690135915
432,cabedelo,-6.9811,-34.8339,27.37,74,64,8.41,BR,1690135915
433,port lincoln,-34.7333,135.8667,12.63,74,100,3.05,AU,1690135887
434,nelson bay,-32.7167,152.15,12.22,99,52,4.47,AU,1690135916
435,asubulaq,49.5583,83.0558,17.94,43,98,1.51,KZ,1690135916
436,inari,68.906,27.0288,11.11,70,22,5.25,FI,1690135916
437,ad dabbah,18.05,30.95,36.82,11,34,4.45,SD,1690135916
438,kimbe,-5.5502,150.1429,25.16,84,77,3.51,PG,1690135916
439,saipan,15.1355,145.701,28.39,100,0,4.12,MP,1690135916
440,ola,59.5833,151.2833,11.75,91,100,1.1,RU,1690135917
441,dunedin,-45.8742,170.5036,9.33,95,100,0.89,NZ,1690135917
442,mpulungu,-8.7623,31.1141,23.92,47,29,2.11,ZM,1690135917
443,chernyshevskiy,63.0128,112.4714,18.2,65,7,1.66,RU,1690135917
444,jinji,23.2281,110.8261,26.79,81,73,1.28,CN,1690135917
445,masterton,-40.9597,175.6575,7.16,98,100,1.23,NZ,1690135917
446,uturoa,-16.7333,-151.4333,25.48,75,66,6.13,PF,1690135918
447,kalmunai,7.4167,81.8167,27.15,73,100,2.63,LK,1690135918
448,baissa,7.2333,10.6333,23.67,98,98,1.12,NG,1690135918
449,urengoy,65.9667,78.3667,21.18,58,63,2.33,RU,1690135918
450,volchansk,59.9378,60.081,14.98,77,99,1.89,RU,1690135918
451,russellville,35.2784,-93.1338,33.32,52,0,2.57,US,1690135918
452,massenya,11.4039,16.1705,28.88,58,99,2.32,TD,1690135918
453,sassandra,4.95,-6.0833,25.01,87,75,3.56,CI,1690135919
454,carolina,18.3808,-65.9574,34.54,69,75,8.75,PR,1690135896
455,yuzhno-kurilsk,44.0306,145.8556,15.53,100,99,2.69,RU,1690135919
456,hobyo,5.3505,48.5268,25.56,78,32,12.8,SO,1690135919
457,abou el hassan,36.4166,1.1962,40.69,42,5,2.31,DZ,1690135919
458,acapulco de juarez,16.8634,-99.8901,32.9,58,40,1.54,MX,1690135714
459,debark',13.1561,37.8981,11.77,86,99,2.32,ET,1690135919
460,breckenridge,32.7557,-98.9023,35.11,31,0,0.0,US,1690135920
461,darhan,49.4867,105.9228,16.48,91,99,2.13,MN,1690135920
462,vilyuchinsk,52.9306,158.4028,15.7,90,44,4.96,RU,1690135920
463,mar del plata,-38.0023,-57.5575,12.01,78,75,7.2,AR,1690135920
464,hadithah,34.1397,42.3781,37.52,16,0,6.44,IQ,1690135920
465,sola,-13.8833,167.55,24.74,84,100,10.07,VU,1690135920
466,verkhnevilyuysk,63.4453,120.3167,18.18,76,29,1.93,RU,1690135920
467,taulaga,-11.0553,-171.0883,28.15,74,1,3.88,AS,1690135921
468,mana,5.6592,-53.7767,29.27,66,14,4.05,GF,1690135921
469,geraldton,-28.7667,114.6,8.23,66,0,4.12,AU,1690135921
470,pontal do parana,-25.6533,-48.5128,26.1,70,12,1.99,BR,1690135921
471,bagan,54.1001,77.6646,18.51,78,97,2.58,RU,1690135921
472,malango,-2.9627,119.9001,18.55,99,60,0.24,ID,1690135921
473,mangalia,43.8,28.5833,23.14,68,26,4.27,RO,1690135922
474,vila velha,-20.3297,-40.2925,23.97,83,40,6.17,BR,1690135891
475,amos,48.5669,-78.1162,26.18,32,26,2.2,CA,1690135922
476,kualakapuas,-3.0091,114.3876,22.82,95,47,1.03,ID,1690135922
477,dalhart,36.0595,-102.5133,33.6,27,0,8.23,US,1690135923
478,ulsteinvik,62.3432,5.8487,17.5,79,20,4.92,NO,1690135923
479,morant bay,17.8815,-76.4093,34.28,69,12,6.42,JM,1690135923
480,odesskoye,54.2111,72.9651,17.09,83,80,3.19,RU,1690135923
481,osakarovka,50.565,72.5692,21.05,40,77,2.07,KZ,1690135923
482,mukalla,14.5425,49.1242,31.89,60,91,5.02,YE,1690135923
483,likhoslavl',57.1275,35.464,13.2,95,59,3.82,RU,1690135924
484,san pedro pochutla,15.7333,-96.4667,34.84,52,68,3.56,MX,1690135924
485,q'vareli,41.9549,45.8172,26.25,46,0,2.91,GE,1690135925
486,san juan colorado,16.4586,-97.9536,32.23,49,67,2.05,MX,1690135925
487,urzhar,47.093,81.6294,22.49,28,22,5.46,KZ,1690135926
488,touros,-5.1989,-35.4608,28.92,58,50,8.81,BR,1690135842
489,moyale,3.5167,39.0584,23.34,54,96,7.86,KE,1690135926
490,persembe,41.0656,37.7714,24.68,86,0,2.1,TR,1690135927
491,tsengel,49.4783,100.8894,12.39,82,5,2.13,MN,1690135927
492,taoudenni,22.6783,-3.9836,44.01,12,14,3.47,ML,1690135927
493,es castell,39.8795,4.2854,28.38,89,20,2.57,ES,1690135927
494,canmore,51.0834,-115.3521,23.7,25,50,1.29,CA,1690135649
495,bintulu,3.1667,113.0333,25.66,88,99,0.31,MY,1690135928
496,porto novo,6.4965,2.6036,23.86,93,100,3.64,BJ,1690135928
497,tezu,27.9167,96.1667,24.66,96,58,1.41,IN,1690135928
498,semera,11.501,41.201,35.89,28,93,4.45,ET,1690135929
499,crane,31.3974,-102.3501,35.06,26,77,2.84,US,1690135774
500,south grafton,-29.7,152.95,9.15,93,65,1.93,AU,1690135791
501,rosarito,32.3333,-117.0333,24.03,77,98,3.15,MX,1690135806
502,san jacinto,33.7839,-116.9586,35.75,30,85,1.27,US,1690135929
503,jayapura,-2.5333,140.7,23.66,92,100,3.56,ID,1690135929
504,jatai,-17.8814,-51.7144,29.57,25,0,2.62,BR,1690135930
505,luderitz,-26.6481,15.1594,15.22,48,92,7.87,NA,1690135930
506,livramento do brumado,-13.6431,-41.8406,26.51,46,82,4.71,BR,1690135930
507,tadine,-21.55,167.8833,18.53,56,61,3.47,NC,1690135930
508,sant'antioco,39.0664,8.4522,32.37,48,63,2.24,IT,1690135931
509,selkirk,50.1436,-96.8845,22.84,73,85,2.01,CA,1690135931
510,tianpeng,30.9866,103.9393,23.12,89,100,1.21,CN,1690135931
511,monrovia,6.3005,-10.7969,27.87,79,100,5.11,LR,1690135931
512,tamiahua,21.2667,-97.45,32.66,55,90,3.74,MX,1690135931
513,pawayan,28.0667,80.1,31.71,59,100,3.16,IN,1690135931
514,ajaccio,42.0,8.9167,27.03,51,0,1.54,FR,1690135792
515,kattivakkam,13.2167,80.3167,28.05,87,100,6.43,IN,1690135932
516,collinsville,38.6703,-89.9846,33.68,55,20,3.6,US,1690135653
517,eydhafushi,5.1033,73.0708,28.4,79,67,4.95,MV,1690135806
518,nha trang,12.25,109.1833,26.0,86,99,2.02,VN,1690135932
519,plymouth,41.8334,-70.8328,30.98,50,75,3.09,US,1690135932
520,tromso,69.6496,18.957,17.43,67,75,2.57,NO,1690135933
521,tsuruoka,38.7217,139.8217,23.39,83,100,2.51,JP,1690135933
522,augusto correa,-1.0217,-46.635,29.31,64,75,3.12,BR,1690135872
523,frutal,-20.0247,-48.9406,29.7,26,0,2.18,BR,1690135933
524,kraksaan,-7.7585,113.3962,23.89,81,61,2.03,ID,1690135933
525,along,28.1667,94.7667,23.73,98,90,0.62,IN,1690135933
526,santa terezinha,-29.9002,-50.0904,23.7,66,72,0.74,BR,1690135933
527,nairn,57.5809,-3.8797,13.98,77,40,3.09,GB,1690135934
528,santana,-0.0583,-51.1817,33.1,52,20,4.12,BR,1690135934
529,howrah,22.5892,88.3103,28.0,94,40,1.54,IN,1690135651
530,great bend,38.3645,-98.7648,33.67,60,0,3.09,US,1690135934
531,zouerate,22.7187,-12.4521,38.55,15,0,5.61,MR,1690135934
532,pyetrykaw,52.1289,28.4921,16.78,60,74,1.88,BY,1690135934
533,vriddhachalam,11.5,79.3333,26.39,81,100,5.56,IN,1690135935
534,farim,12.4839,-15.2217,29.11,73,88,3.85,GW,1690135935
535,usinsk,65.9939,57.5281,17.8,63,100,2.04,RU,1690135935
536,ulaangom,49.9811,92.0667,17.36,47,3,1.37,MN,1690135935
537,solnechnyy,50.7214,136.6319,17.98,87,97,1.05,RU,1690135935
538,fortuna,40.5982,-124.1573,18.14,95,100,4.12,US,1690135936
539,margate,51.3813,1.3862,21.04,71,100,3.13,GB,1690135936
540,hammerfest,70.6634,23.6821,14.25,62,0,5.14,NO,1690135936
541,lucapa,-8.4192,20.7447,24.77,25,18,1.05,AO,1690135936
542,kampene,-3.6,26.6667,26.37,40,44,0.56,CD,1690135936
543,port-vila,-17.7338,168.3219,21.51,75,100,5.63,VU,1690135936
544,si sa ket,14.8333,104.3333,24.75,90,100,2.4,TH,1690135936
545,creel,27.75,-107.6333,26.44,26,25,6.59,MX,1690135937
546,dryden,49.7833,-92.7503,20.16,60,75,3.09,CA,1690135937
547,lamu,-2.2717,40.902,24.12,83,45,6.46,KE,1690135937
548,kingston,17.997,-76.7936,34.02,69,2,2.68,JM,1690135904
549,rangkasbitung,-6.3591,106.2494,27.94,88,85,0.92,ID,1690135938
550,namtsy,62.7161,129.6658,18.39,63,19,2.48,RU,1690135938
551,folkston,30.8305,-82.0098,31.03,45,81,2.84,US,1690135714
552,umba,66.6871,34.3429,10.83,82,100,5.25,RU,1690135938
553,muntok,-2.0667,105.1833,25.84,83,42,3.05,ID,1690135647
554,greymouth,-42.4667,171.2,8.16,87,98,3.32,NZ,1690135938
555,martuk,50.7475,56.5056,21.26,45,100,2.59,KZ,1690135938
556,jinzhou,41.1078,121.1417,21.45,93,35,0.68,CN,1690135939
557,khromtau,50.2503,58.4347,20.05,47,42,4.44,KZ,1690135939
558,xining,36.6167,101.7667,12.76,84,80,1.26,CN,1690135939
559,richards bay,-28.783,32.0377,17.95,79,96,2.75,ZA,1690135939
560,codo,-4.4553,-43.8856,35.93,26,58,2.48,BR,1690135939
561,kotido,2.9806,34.1331,24.19,54,97,1.39,UG,1690135939
562,alo,7.4178,6.7371,24.87,92,93,2.36,NG,1690135940
563,jijel,36.8205,5.7667,39.97,13,0,1.03,DZ,1690135940
564,burhar,23.2167,81.5333,25.94,83,41,2.51,IN,1690135940
565,la sarre,48.8002,-79.1996,26.15,35,24,3.09,CA,1690135699
566,choma,-16.8065,26.9531,15.37,55,0,2.63,ZM,1690135940
567,tonghae,37.5439,129.1069,24.54,94,100,2.26,KR,1690135759
568,rondonopolis,-16.4708,-54.6356,34.97,20,0,3.25,BR,1690135941
569,east london,-33.0153,27.9116,13.52,82,0,5.14,ZA,1690135941
570,benoy,8.9833,16.3199,24.35,83,96,1.61,TD,1690135941
571,lazaro cardenas,17.9583,-102.2,33.72,49,37,2.55,MX,1690135941
572,neiafu,-18.65,-173.9833,22.38,83,20,1.54,TO,1690135941
573,oriximina,-1.7656,-55.8661,34.67,35,19,3.94,BR,1690135942
574,san sebastian de la gomera,28.0916,-17.1133,27.99,65,0,4.12,ES,1690135942
575,kyshtovka,56.555,76.6271,17.4,75,96,2.34,RU,1690135942
576,novyy urengoy,66.0833,76.6333,19.47,66,75,2.32,RU,1690135942
577,huazhou,21.6333,110.5833,25.92,84,100,2.0,CN,1690135942
578,tolanaro,-25.0319,46.9987,20.03,92,0,4.12,MG,1690135942
